osm_id,lon,lat,nome,capacidade,tipo,cobertura,operador,taxa,período_máximo,vigilância,logradouro,número
2410309795,-49.2324868,-25.4506627,,,,,,,,,,
2410309796,-49.2317841,-25.4514328,,,,,,,,,,
2410309802,-49.2303384,-25.4516750,,,,,,,,,,
2412004471,-48.5231983,-27.5831844,,3,stands,,,,,,,
2412164730,-49.2715537,-25.4296955,,,,,,,,,,
2412234544,-49.2619986,-25.4267743,,,,,,,,,,
2414009621,-43.2168961,-22.9726034,,10,stands,no,,no,,,,
2414019380,-43.2333430,-22.9252373,,5,stands,no,,no,,,,
2414055784,-43.3836544,-22.9584299,,10,stands,no,,no,,,,
2418339514,-46.6824704,-23.5631464,,4,rack,,,,,,,
2420896416,-51.2280014,-30.0509669,,,,,,,,,,
